F0430001D3019_17_07,去請教阿姆佢兜得著个結果係在蒸水粄仔該下
F0430001D3019_18_07,久久仔愛摝幾下米漿水該米漿正毋會停腳
F0430001D3019_19_07,造成底下硬硬頂項水水个情況
F0430001D3019_2_07,還細歇在姐婆屋下每日臨天光就分舅姆喊䟘床
F0430001D3019_20_07,經過阿姆佢兜提醒再愐起還細看賣水粄个舅姆蒸水粄仔
F0430001D3019_21_07,佢正式會打開籠床蓋再用筷仔同每一碗摝過正繼續蒸
F0430001D3019_23_07,就無去了解做麼个舅姆會恁仔來蒸水粄仔
F0430001D3019_24_07,這下了解事情个原因做得學著一擺寶貴个經驗
F0430001D3019_25_07,知得失敗个原因𠊎就興嘟嘟仔再做加一擺
F0430001D3019_26_07,這下知在哪個過程愛注意麼个定定仔莫恁鬥緊个
F0430001D3019_27_07,該愛摝過个米漿水就一碗一碗摝過
F0430001D3019_28_07,該愛蒸幾久个時間就蒸幾久這兜過程半息都拖皮毋得
F0430001D3019_29_07,最落尾蒸出來个水粄仔食起來分阿姆佢兜說得這下正式成功欸
F0430001D3019_3_07,去廳下拜阿公婆再入灶下跈等佢共下做粄仔
F0430001D3019_30_07,下二擺愛食水粄仔毋使再早早䟘床去市場赴人家个時間
F0430001D3019_31_07,又合有好享受自家好食个美食欸阿姆佢兜看著𠊎學做水粄仔
F0430001D3019_32_07,㖸到喊毋敢緊問做麼个愛恁麻煩𠊎應佢兜講
F0430001D3019_33_07,其實食等水粄仔个時節𠊎總係會愐起還細歇在阿婆屋下
F0430001D3019_34_07,每日臨天光該下跈等舅姆在灶下做水粄仔
F0430001D3019_35_07,等𠊎食過朝佢𢱤蒸好个粄仔出去賣該下年紀細
F0430001D3019_36_07,又無好跈在爺哀个身邊但係還有人來惜
F0430001D3019_37_07,這下自家做得照顧自家
F0430001D3019_38_07,食等自家做个粄仔愐起頭擺這水粄仔仰會恁香入心肚
F0430001D3019_39_07,秋天个面貌當多有溫度个變化心情个起落
F0430001D3019_4_07,舅姆蒸水粄仔賣𢯭手顧一家人个食著天吂光
F0430001D3019_40_07,還有季節个變換逐年秋天一到臺灣欒樹就在寶島滿哪綻放
F0430001D3019_41_07,無論公園學校植物園尤其係高速公路兩片
F0430001D3019_42_07,滿哪仔都做得看著青里里个樹枝頂
F0430001D3019_43_07,掛等細細仔圓圓黃色星仔型个花串
F0430001D3019_44_07,特別餳人看細黃花謝忒後
F0430001D3019_45_07,黏時就結一串一串三角粽仔型磚紅色个果子
F0430001D3019_46_07,膨脹到像雞胲仔樣又像千萬隻細燈籠掛在樹枝項
F0430001D3019_47_07,十分生趣接等果子又轉暗紅色
F0430001D3019_48_07,樹頂同時出現黃花磚紅色果子摎暗紅色果子
F0430001D3019_49_07,掛到樹尾頂紅羅花色盡鬧熱
F0430001D3019_5_07,灶下就𠊎兩個人事頭對一個細人仔來講有較辛苦兜仔
F0430001D3019_50_07,暗紅色个果子又變到燥絲絲轉淺豬肝色
F0430001D3019_51_07,樹葉仔乜因為枯黃來離枝
F0430001D3019_52_07,風一吹就像係落黃金雨樣仔靚靚个落花像在該跳舞
F0430001D3019_53_07,將樹下鋪到一片金黃害人个目珠擘就毋開靚到奈毋得
F0430001D3019_54_07,臺灣欒樹一年四季就像舞臺項个變裝秀變出豐富多彩个色目
F0430001D3019_55_07,係植物界難得个特殊樹種珍貴又稀奇聽講除忒在臺灣以外
F0430001D3019_56_07,別个所在當難看著這種樹仔這正係臺灣秋天个色調
F0430001D3019_57_07,臺灣欒樹別名苦楝舅四色樹臺灣欒華臺灣金雨樹等等
F0430001D3019_58_07,名列世界十大名樹之一輒常在臺灣各地个行道樹看著
F0430001D3019_59_07,做得成為行道樹定著愛奈得起嚴條个生長條件
F0430001D3019_6_07,但係等舅姆做好粄仔有兩碗水粄仔做得食朝
F0430001D3019_60_07,欒樹有防汙染耐燥旱吸收噪音這兜功能係盡優秀个行道樹
F0430001D3019_61_07,還細時節對這種樹仔無麼个印象
F0430001D3019_62_07,這恁多年玄玄風在各地繁衍起來
F0430001D3019_63_07,就像係臺灣个政治人文科技資訊等等
F0430001D3019_64_07,甚至生活步調飲食文化一般
F0430001D3019_65_07,隨時都在該變化在該更新臺灣特有原生種个欒樹
F0430001D3019_66_07,怕係早就適應新个環境乜開始出現在𫣆這兜个生活裡肚
F0430001D3019_67_07,臺灣欒樹个生命韌性堅強一年四季變化多端
F0430001D3019_68_07,還有罅長个花季一再點著臺灣秋季个天空
F0430001D3019_69_07,代表臺灣欣欣向榮个燒暖色調
F0430001D3019_7_07,論起來也係幸福个生活這下自家成家欸上班个人堵著放尞日
F0430001D3019_70_07,成為秋天最本土个色彩
F0430001D3019_8_07,有目好睡輒常睡到日頭晒屎胐等行到市場愛來買水粄仔
F0430001D3019_9_07,就淨看著空空个攤仔通盤賣淨淨伸半息都無
F0440001A2068_1_07,三十暗晡个飯甑自家愛用
F0440001A2068_10_07,三張紙畫一隻人頭面子拗蠻大
F0440001A2068_100_07,走幾下轉學校同你送課本正經搣衰人
F0440001A2068_101_07,麼人亂傳話外背人講到當難聽你知無
F0440001A2068_102_07,這女主角雖然講毋係當靚毋過當耐看
F0440001A2068_103_07,屋下玩具一千擔分佢隻把仔搞會仰仔
F0440001A2068_104_07,這還吂使恁遽決定啦愛做決定斯無恁該
F0440001A2068_105_07,佢去過當多國家吾金器分賊仔偷淨淨吔
F0440001A2068_106_07,細人仔隻隻畜到肥卒卒仔佢係做裝潢个
F0440001A2068_107_07,雞卵糕有兩垤毋過若額分若老弟食忒哩
F0440001A2068_108_07,這幾日个天時無正常溫度高又過起燒風
F0440001A2068_109_07,打早就看佢頭磬磬弄弄仔行毋知愛去哪
F0440001A2068_11_07,人多好耕田人少好過年
F0440001A2068_110_07,頭擺街路尾有一間戲園逐暗晡會做電影
F0440001A2068_111_07,莫麼个就望細人仔自家身體顧好來較贏
F0440001A2068_112_07,衫褲洗好拿去脫水機攪攪啊晾較遽燥
F0440001A2068_113_07,虐毛蟲个毛會虐人愛細義毋好分佢蜒著
F0440001A2068_114_07,轉寒哩加領裌仔無寒著斯無結無煞
F0440001A2068_115_07,阿伯正出院身體還弱弱毋好去做粗事
F0440001A2068_116_07,頭擺人賣魚仔用篾皮桊到一桊一桊仔賣
F0440001A2068_117_07,細人仔時常會在這搞賭人尋婦人家有身妊个時節
F0440001A2068_118_07,屋下个東西做毋得儘採動儘採釘驚怕會犯著胎神
F0440001A2068_119_07,這路口時時有車禍經過个時節愛細義
F0440001A2068_12_07,正月雷鳴二月雪
F0440001A2068_120_07,阿姆生日阿姊愛自家做雞卵糕
F0440001A2068_121_07,逐朝晨有人來送報紙兩姊妹為著一領衫在廳下相罵
F0440001A2068_122_07,厥姊正結婚喊姊丈還喊毋慣嘴阿麗當有禮貌
F0440001A2068_123_07,看著人就會喊人這禮拜咖啡買一送一阿姊今年六月愛畢業
F0440001A2068_124_07,五十公斤一張衛生紙佢嫁分姓張个一盒餅仔無人在屋下
F0440001A2068_125_07,戴手錶仔佢戴士林區你愛接受事實一大碗公佢戴十二樓
F0440001A2068_126_07,臺北車頭初九天公生坐火車去花蓮攪紅毛泥一大把鎖匙
F0440001A2068_127_07,電視臺有當多談話个節目天光日佢請假你代理一下好無
F0440001A2068_128_07,𠊎下晝無歇睏這下精神毋好緊擘嘴佢戴在中央二街
F0440001A2068_129_07,對面新起兩排屋仔阿姆在灶下煠雞仔貓仔在屋頂項睡目
F0440001A2068_13_07,三月無水過田缺四月秧打節
F0440001A2068_130_07,動啊著就唉唉㗱㗱个人愛仰仔做大事這條山路斡來斡去
F0440001A2068_131_07,做人毋好忒橫係見人全閃你像驚鬼樣仔該就見笑吔哪
F0440001A2068_132_07,佢出世在萬戶家庭日日食魚食肉朝朝睡到日頭晒屎胐
F0440001A2068_133_07,緊行緊看看著中意个正買佢出車禍過後人就無忒咧
F0440001A2068_134_07,天光朝晨愛打紅粄逐日睡到七晝八晝做毋得儘採擲地圾
F0440001A2068_135_07,溼氣重樹仔當遽歿忒這兜零角仔毋罅買一支枝仔冰
F0440001A2068_136_07,車仔當難駛這個細妹仔个面紅囉囉仔盡像蘋果共樣
F0440001A2068_137_07,這事頭你總包起來屋下恁多人會同你𢯭做毋使驚
F0440001A2068_138_07,講著成績老弟同頭名全全比毋得比該尾名就還較得
F0440001A2068_139_07,上阿里山有火車路通行基礎建設建設國家科技大學
F0440001A2068_140_07,分佢一垤糖仔寫兩行字同你共下去食到肚屎飽飽
F0440001A2068_141_07,若係有仰仔就愛講莫客氣阿姆無在廳下在裡背煮飯
F0440001A2068_142_07,老弟當好食冰畫一條線飯店歇一夜高雄係厥故鄉
F0440001A2068_143_07,公司賺當多錢臺灣銀行大約五尺長下禮拜一請假
F0440001A2068_144_07,無問題你識佢無𠊎毋識佢恭喜發財新年快樂
F0440001A2068_145_07,食飯後愛湯嘴𠊎尿出想愛屙尿老妹在洗身間洗身
F0440001A2068_146_07,食刺波仔个時蒂頭愛摘忒原來玻璃係你打爛忒个
F0440001A2068_147_07,海脣風恁大你又講無停係食著海風轉去會失聲
F0440001A2068_148_07,無知識乜愛有常識阿姊發子緊想愛翻熱到緊出汗
F0440001A2068_149_07,過節愛去公廳拜祖先元旦升旗典禮你愛去參加無
F0440001A2068_15_07,有樣跈樣無樣自家想
F0440001A2068_150_07,日本當多人坐電車上班厥屋下个來臺祖係對長山來个
F0440001A2068_151_07,佢這下係管理員臺灣有當多客人佢兩兄弟差十歲
F0440001A2068_152_07,拜六个夜市仔恁多人逐儕人盎仔肚插等當靚个花
F0440001A2068_153_07,佢兩兄弟實在會搣死人上擺有講過仰又毋記得
F0440001A2068_154_07,人講豬嫲肥豬子旺家底好个人較有錢繳子弟讀書
F0440001A2068_155_07,當多蚊仔在若胠罅下蒐啊蒐仔愛叼你還毋遽遽走
F0440001A2068_156_07,阿玲玩具搞忒無收揫害厥姆躪著跌到四腳惹天
F0440001A2068_157_07,厥人生一路里來都當順序毋單淨讀書頭路乜係
F0440001A2068_158_07,今年公司賺異成錢做尾牙該下人人都有紅包好拿
F0440001A2068_159_07,佢當好展見人就拿手錶仔出來展驚人毋知樣仔
F0440001A2068_16_07,學老覡公做齋仔丟丟滴滴
F0440001A2068_160_07,佢當會膨風莫信佢老阿婆盡衰過無人好偎凴
F0440001A2068_161_07,做壞事早慢會分警察捉著使錢毋知痛早慢會橫笐
F0440001A2068_162_07,佢兜熟事盡多年哩喲佢兜因為立場無共樣嗄變敵人
F0440001A2068_163_07,科技進步碼頭停當多船仔建立關係建立制度
F0440001A2068_164_07,河豚同海豚形體差十分多有麼个好空記得喊𠊎啊
F0440001A2068_165_07,佢毋係正式員工大家表現到當好人愛知感謝正好
F0440001A2068_166_07,正轉啊來外背就落雨先生會同你醫好毋使愁
F0440001A2068_167_07,狗仔食東西个時節凶呷呷仔別儕一來就咬佢
F0440001A2068_168_07,頭下碼大家都看佢無半撇背尾正知佢係大腳士
F0440001A2068_169_07,雨落忒多做大水無半息雨做天旱實在異難耐
F0440001A2068_17_07,死一次總無死兩擺無麼个好驚
F0440001A2068_170_07,這封信仔係韓國寄來个自家行一輪就會知咧
F0440001A2068_171_07,佢係阿婆從細渡到大个阿哥從來毋識自家煮飯
F0440001A2068_172_07,你下隻月愛去新竹係無水暖好哩遽遽去洗身
F0440001A2068_173_07,外背落大雨還響雷公車仔分大石頭矺到綿綿
F0440001A2068_174_07,落雨過後外背出天弓香港新起个飛機場當大
F0440001A2068_175_07,這藥品產生當多問題多用茶箍洗手正會消滅病毒
F0440001A2068_176_07,這項事情下班以前愛完成水塔分風搓吹橫忒
F0440001A2068_177_07,佢尋毋著身分證在間項緊揙你在揙麼个東西
F0440001A2068_178_07,這片个草仔𠊎割差毋多哩續等就交分你收尾
F0440001A2068_179_07,參詳事情愛講道理係橫橫擎定著毋會有結果
F0440001A2068_18_07,田螺疕做到死
F0440001A2068_180_07,毋好煮恁多屋下淨兩儕人食毋去倒忒當打爽
F0440001A2068_181_07,係無係毋係做得無做毋得做得你曉得無
F0440001A2068_182_07,細嬰兒仔雖然有多少仔臭乳臊毋過盡得人惜
F0440001A2068_183_07,北迴鐵路經過當多山火車在暗窿肚鑽來鑽去
F0440001A2068_184_07,這臺車仔仰會停在路徑頭煞煞喊車主來徙位
F0440001A2068_185_07,阿義个手目毋堵好參著嗄㪐腕實在還衰喲
F0440001A2068_186_07,這豬油放忒久鼻起來當臭油垢怕係壞忒哩
F0440001A2068_187_07,滿叔个性體當好又當熱心毋過佢係一個呱牯
F0440001A2068_188_07,犯法愛接受司法个審判佢對自家無半息自信
F0440001A2068_189_07,過年屋下大拚掃阿姊拿水管對等窗門洩水
F0440001A2068_19_07,南蛇鑽壁籬毋死也㪐一層皮
F0440001A2068_190_07,兩隻禮拜第一類分類兩團亼好个粄粹
F0440001A2068_191_07,一日三餐兩點心總統一任係四年兩擐粽仔
F0440001A2068_192_07,鐘聲一響學生仔緊拚拚仔行入教室準備上課
F0440001A2068_193_07,這屋仔正兩棧樓定定分粄仔摎人分飯食
F0440001A2068_194_07,天光日幾多儕會來過無幾久阿美就愛嫁咧
F0440001A2068_195_07,阿姆逐禮拜去學插花講著食哦佢打第一
F0440001A2068_196_07,𠊎今晡日懶尸帶飯當晝去外背食大麵就好
F0440001A2068_197_07,天外有天人外有人一個人絕對毋好自大
F0440001A2068_198_07,入門係看著一張臭屎面會虐削到企坐毋核
F0440001A2068_199_07,這老車仔輒輒駛到半路就恬忒異無結煞
F0440001A2068_2_07,公婆總係公婆床頭打床尾和
F0440001A2068_20_07,講一隻影生一隻頸
F0440001A2068_200_07,無腦屎係無恁簡單个事你到今還看毋真
F0440001A2068_21_07,罔嗒染紅卵釘書躍往上汁桶一等慶
F0440001A2068_22_07,拂尾腳腫腫相詏跋梯排罔看嘴腫腫
F0440001A2068_23_07,綢緞眠一下面衫拖箱角勼水禾鐮仔
F0440001A2068_24_07,胭脂撍印仔耳環紙伯仔䯋鍊菸截仔
F0440001A2068_25_07,彈鋼琴打鼓仔合唱團一齣戲打野球
F0440001A2068_26_07,排球課打乒乓碩士班數學課體育課
F0440001A2068_27_07,寄信仔駛轎車食尾牙一幅畫第五屆
F0440001A2068_28_07,九公尺一公分一坵田一群人一落碗
F0440001A2068_29_07,一罐麥酒燜糯米飯時代背景萬事如意
F0440001A2068_3_07,男大當婚女大當嫁
F0440001A2068_30_07,無分黨派高票當選空軍基地防空演習
F0440001A2068_31_07,擎钁頭剷草電火扚著來手分門夾著
F0440001A2068_32_07,梅花係國花滿山个芒花出去遶光景
F0440001A2068_33_07,天時恁熱出去晒會熱著
F0440001A2068_34_07,鏡仔跌到地泥項必忒吔
F0440001A2068_35_07,佢生來靚靚仔算異耐看
F0440001A2068_36_07,李仔酸合澀食吔胃糟糟
F0440001A2068_37_07,緊講話又緊掞腳當無禮貌
F0440001A2068_38_07,過目關哩針線空就桊毋過
F0440001A2068_39_07,在𠊎印象肚佢對人當好
F0440001A2068_4_07,條條馬膦臭汗臊百般頭路百般難
F0440001A2068_40_07,係食著毋合肚个東西會噎酸
F0440001A2068_41_07,天頂个星宿恁多你識幾多粒
F0440001A2068_42_07,五月節鹿港有辦划龍船比賽
F0440001A2068_43_07,恁久無看著你高加異多哦
F0440001A2068_44_07,老弟用砂鐐同花盆个泥鋪平來
F0440001A2068_45_07,開賭場个頭家會抽頭分紅
F0440001A2068_46_07,聽著這消息厥面跈等就轉色吔
F0440001A2068_47_07,閒亍亍逐日在菜園項改菜園
F0440001A2068_48_07,佢係發性起來麼人个話都毋聽
F0440001A2068_49_07,這餅仔恁燥無傍茶吞毋落胲
F0440001A2068_5_07,心臼噭家娘屙膿滑痢
F0440001A2068_51_07,姐婆个大聲胲遠遠就聽得著
F0440001A2068_52_07,先生吂講佢就同課本掀好勢吔
F0440001A2068_53_07,佢對樓頂倒頭種跌下來異傷重
F0440001A2068_54_07,頭前出車禍車仔全在路項卡等
F0440001A2068_55_07,阿爸使媒人婆去阿碌伯屋家講親
F0440001A2068_56_07,講話會漏風成時連嘴都合毋密
F0440001A2068_57_07,這駁仔有打折來去看有麼个好買
F0440001A2068_58_07,佢兜一屋下人靠厥爸食月給過日仔
F0440001A2068_59_07,佢毋知食恁多麼个打个屁當臭
F0440001A2068_6_07,三十暗晡个飯甑無閒
F0440001A2068_60_07,佢兩儕鬥股愛開一間便利商店
F0440001A2068_61_07,阿姆在學校教書明年愛退休咧
F0440001A2068_62_07,紅毛泥屋頂係有必縫定著會漏水
F0440001A2068_63_07,大家無愛聲佢定定佢嗄陣陣腦上
F0440001A2068_64_07,這下尋頭路多少仔愛會講英語
F0440001A2068_65_07,佢係有經過這位成擺仔會入來坐
F0440001A2068_66_07,這下愛赴時間你行較遽兜仔好無
F0440001A2068_67_07,蘿蔔絲愛勻開來晒無斯晒毋會燥
F0440001A2068_68_07,阿伯公个字墨盡飽講四句隨口來
F0440001A2068_69_07,阿姊失戀該站仔在齋堂歇好久
F0440001A2068_7_07,黃蜂腰鯽魚嘴十人看著九人愛
F0440001A2068_70_07,看著佢平安轉來大家就寬心吔
F0440001A2068_71_07,當久無落雨一哪仔都燥絲絲仔
F0440001A2068_72_07,老妹當好搞水逐擺就講愛去河壩
F0440001A2068_73_07,還孤盲餅仔分老鼠仔食到無半息
F0440001A2068_74_07,佢無帶著課本故所摎同學共下看
F0440001A2068_75_07,聽人講腎家毋砸个人較會腰骨痠軟
F0440001A2068_76_07,做麼个事情都共樣好頭好尾正圓滿
F0440001A2068_77_07,番豆麻仔黃豆仔總下做得打油
F0440001A2068_78_07,老屋當闊細人仔當好在該搞賭人尋
F0440001A2068_79_07,細人仔恁硬頸定著愛教正毋會學壞
F0440001A2068_8_07,相罵無好言相打無好拳
F0440001A2068_80_07,在屋下𠊎座大下背還有三個老妹
F0440001A2068_81_07,你怕異會煮哦倈仔隻隻畜到恁大仙
F0440001A2068_82_07,該件事𠊎自家會處理毋使你煩勞
F0440001A2068_83_07,樓頂个空間當闊你做得放當多東西
F0440001A2068_84_07,逐朝晨為著赴車七早八早就愛䟘床
F0440001A2068_85_07,佢當有才毋單淨會唱歌仔還當會做戲
F0440001A2068_86_07,歸日仔講無停一下無堵好就會失聲
F0440001A2068_87_07,開始該下無看著阿文臨尾佢正走等來
F0440001A2068_88_07,救生員跳落海肚救吔一個浸著个細人仔
F0440001A2068_89_07,拚死拚命做事賺个錢拿去賭徼輸淨淨
F0440001A2068_9_07,出門看天色入門看面色
F0440001A2068_90_07,後生人最驚老人家噥巴掌嫲盪啊過去
